OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0002357,Wholesale,WARE-NMK1003,27/10/2018,16/02/2019,01/03/2019,04/03/2019,USD,28,3,118,1,7.97,0.08,748.66,1011.7
SO - 0002358,Distributor,WARE-NMK1003,27/10/2018,16/02/2019,04/03/2019,09/03/2019,USD,23,49,164,29,1,0.07,1512.19,2479
SO - 0002359,Distributor,WARE-NMK1003,27/10/2018,16/02/2019,04/03/2019,14/03/2019,USD,25,1,196,9,4.01,0.3,1881.56,2726.9
SO - 0002360,In-Store,WARE-NMK1003,27/10/2018,17/02/2019,26/02/2019,27/02/2019,USD,6,17,122,1,2,0.05,906.31,1118.9
SO - 0002361,In-Store,WARE-NMK1003,27/10/2018,17/02/2019,27/02/2019,28/02/2019,USD,4,11,184,38,1.02,0.05,1010.96,1279.7
SO - 0002362,In-Store,WARE-NMK1003,27/10/2018,17/02/2019,08/03/2019,12/03/2019,USD,10,25,105,41,2,0.1,3292.38,3919.5
SO - 0002363,Online,WARE-NBV1002,27/10/2018,17/02/2019,12/03/2019,17/03/2019,USD,14,33,70,35,4.01,0.08,835.16,1855.9
SO - 0002364,Wholesale,WARE-XYS1001,27/10/2018,17/02/2019,10/03/2019,11/03/2019,USD,27,7,29,25,1.98,0.05,1423.88,1849.2
SO - 0002365,In-Store,WARE-NMK1003,27/10/2018,17/02/2019,22/02/2019,01/03/2019,USD,10,46,119,45,1,0.2,2636.45,5272.9
SO - 0002366,In-Store,WARE-PUJ1005,27/10/2018,17/02/2019,21/02/2019,01/03/2019,USD,11,21,309,25,4.97,0.05,141.84,194.3
SO - 0002367,Online,WARE-UHY1004,27/10/2018,17/02/2019,27/02/2019,07/03/2019,USD,19,9,225,33,5.01,0.05,643.87,1038.5
SO - 0002368,Distributor,WARE-PUJ1005,27/10/2018,17/02/2019,17/03/2019,27/03/2019,USD,22,5,279,12,1.98,0.05,2375.82,5279.6
SO - 0002369,In-Store,WARE-UHY1004,27/10/2018,17/02/2019,07/03/2019,13/03/2019,USD,2,45,244,15,7.98,0.2,2111.91,3705.1
SO - 0002370,In-Store,WARE-PUJ1005,27/10/2018,17/02/2019,26/02/2019,28/02/2019,USD,3,13,318,6,4.97,0.15,101.04,194.3
SO - 0002371,In-Store,WARE-UHY1004,27/10/2018,17/02/2019,02/03/2019,11/03/2019,USD,6,27,236,7,0.99,0.05,879.04,1098.8
SO - 0002372,In-Store,WARE-UHY1004,27/10/2018,17/02/2019,10/03/2019,16/03/2019,USD,11,27,242,21,7,0.07,1409.68,1762.1
SO - 0002373,Distributor,WARE-NMK1003,27/10/2018,17/02/2019,16/03/2019,19/03/2019,USD,22,9,95,17,4.99,0.05,101.04,174.2
SO - 0002374,Online,WARE-NMK1003,27/10/2018,17/02/2019,27/02/2019,09/03/2019,USD,18,40,178,12,4.99,0.05,1591.32,2525.9
SO - 0002375,Wholesale,WARE-MKL1006,27/10/2018,18/02/2019,16/03/2019,20/03/2019,USD,28,50,344,6,3.03,0.05,1256.92,1876
SO - 0002376,In-Store,WARE-UHY1004,27/10/2018,18/02/2019,12/03/2019,22/03/2019,USD,7,3,227,26,5.03,0.15,718.24,897.8
SO - 0002377,Wholesale,WARE-XYS1001,27/10/2018,18/02/2019,27/02/2019,08/03/2019,USD,27,5,47,7,4,0.08,455.87,844.2
SO - 0002378,In-Store,WARE-PUJ1005,27/10/2018,18/02/2019,12/03/2019,20/03/2019,USD,1,42,318,41,6.98,0.1,2202.42,3932.9
SO - 0002379,In-Store,WARE-XYS1001,27/10/2018,18/02/2019,27/02/2019,07/03/2019,USD,3,39,16,31,1,0.08,2519.94,3999.9
SO - 0002380,In-Store,WARE-PUJ1005,27/10/2018,18/02/2019,05/03/2019,10/03/2019,USD,1,17,292,4,2.99,0.05,820.08,964.8
SO - 0002381,In-Store,WARE-NMK1003,27/10/2018,18/02/2019,03/03/2019,04/03/2019,USD,11,33,132,19,3.98,0.1,1462.61,1976.5
SO - 0002382,Online,WARE-XYS1001,27/10/2018,19/02/2019,02/03/2019,11/03/2019,USD,15,9,41,39,7.97,0.07,401.06,978.2
SO - 0002383,In-Store,WARE-PUJ1005,27/10/2018,19/02/2019,05/03/2019,11/03/2019,USD,10,50,269,46,2.95,0.15,3023.04,3778.8
SO - 0002384,Online,WARE-UHY1004,27/10/2018,19/02/2019,16/03/2019,25/03/2019,USD,13,17,259,42,1.01,0.08,967.61,1165.8
SO - 0002385,Distributor,WARE-MKL1006,27/10/2018,19/02/2019,23/02/2019,01/03/2019,USD,21,4,367,44,8.01,0.1,887.35,1152.4
SO - 0002386,Distributor,WARE-NMK1003,27/10/2018,19/02/2019,05/03/2019,13/03/2019,USD,23,46,142,33,8.05,0.1,522.6,1045.2
SO - 0002387,Distributor,WARE-UHY1004,27/10/2018,19/02/2019,19/03/2019,20/03/2019,USD,23,44,208,5,3,0.15,3767.21,6385.1
SO - 0002388,Online,WARE-NMK1003,27/10/2018,19/02/2019,24/02/2019,28/02/2019,USD,12,31,161,25,0.99,0.07,1423.95,2686.7
SO - 0002389,In-Store,WARE-NMK1003,27/10/2018,20/02/2019,26/02/2019,27/02/2019,USD,4,35,102,14,5.03,0.05,3201.73,6277.9
SO - 0002390,Wholesale,WARE-NMK1003,27/10/2018,20/02/2019,04/03/2019,06/03/2019,USD,26,49,117,45,7.99,0.08,857.73,1159.1
SO - 0002391,Online,WARE-PUJ1005,27/10/2018,20/02/2019,03/03/2019,07/03/2019,USD,19,12,274,24,8,0.15,671.34,1118.9
SO - 0002392,In-Store,WARE-NMK1003,27/10/2018,20/02/2019,10/03/2019,15/03/2019,USD,8,3,91,3,0.98,0.05,844.2,1340
SO - 0002393,In-Store,WARE-XYS1001,27/10/2018,20/02/2019,13/03/2019,17/03/2019,USD,11,46,21,31,7,0.05,1841.96,2331.6
SO - 0002394,In-Store,WARE-UHY1004,27/10/2018,20/02/2019,08/03/2019,16/03/2019,USD,4,43,229,8,3.95,0.05,1406.73,2425.4
SO - 0002395,Online,WARE-NBV1002,27/10/2018,20/02/2019,22/02/2019,02/03/2019,USD,16,10,61,11,8,0.07,688.02,1092.1
SO - 0002396,In-Store,WARE-NMK1003,27/10/2018,20/02/2019,15/03/2019,25/03/2019,USD,11,36,90,46,8,0.15,614.99,917.9
SO - 0002397,In-Store,WARE-NMK1003,27/10/2018,20/02/2019,12/03/2019,17/03/2019,USD,2,34,199,43,6.98,0.1,85.16,207.7
SO - 0002398,In-Store,WARE-XYS1001,27/10/2018,20/02/2019,20/03/2019,27/03/2019,USD,4,32,3,33,8.02,0.05,1637.21,1996.6
SO - 0002399,Online,WARE-PUJ1005,27/10/2018,20/02/2019,13/03/2019,14/03/2019,USD,19,2,280,5,6.99,0.1,103.18,234.5
SO - 0002400,In-Store,WARE-NMK1003,27/10/2018,21/02/2019,24/02/2019,01/03/2019,USD,2,49,168,17,1,0.1,693.45,1005
SO - 0002401,In-Store,WARE-NBV1002,27/10/2018,21/02/2019,08/03/2019,17/03/2019,USD,6,46,76,6,6.01,0.07,4060.6,5487.3
SO - 0002402,Online,WARE-NMK1003,27/10/2018,21/02/2019,10/03/2019,16/03/2019,USD,13,12,117,19,6.04,0.05,3585.84,5976.4
SO - 0002403,Online,WARE-XYS1001,27/10/2018,21/02/2019,26/02/2019,05/03/2019,USD,19,25,21,12,7.99,0.2,619.08,884.4
SO - 0002404,Online,WARE-XYS1001,27/10/2018,21/02/2019,01/03/2019,11/03/2019,USD,15,44,26,16,7.03,0.15,4802.69,6157.3
SO - 0002405,Wholesale,WARE-XYS1001,27/10/2018,22/02/2019,14/03/2019,20/03/2019,USD,27,23,23,6,0.99,0.3,694.66,964.8
SO - 0002406,In-Store,WARE-MKL1006,27/10/2018,22/02/2019,16/03/2019,22/03/2019,USD,8,50,341,39,8,0.1,1557.08,3892.7
SO - 0002407,In-Store,WARE-XYS1001,27/10/2018,22/02/2019,19/03/2019,21/03/2019,USD,10,12,16,42,3.97,0.07,179.96,227.8
SO - 0002408,In-Store,WARE-MKL1006,27/10/2018,22/02/2019,17/03/2019,26/03/2019,USD,7,44,359,40,5.02,0.05,991.6,1340
SO - 0002409,Online,WARE-XYS1001,27/10/2018,22/02/2019,10/03/2019,19/03/2019,USD,17,6,6,21,3.99,0.07,773.85,1105.5
SO - 0002410,In-Store,WARE-NMK1003,27/10/2018,22/02/2019,26/02/2019,04/03/2019,USD,8,18,123,23,5.01,0.05,624.57,1058.6
SO - 0002411,Wholesale,WARE-NBV1002,27/10/2018,22/02/2019,11/03/2019,14/03/2019,USD,28,23,79,16,2.96,0.05,2619.7,5695
SO - 0002412,Online,WARE-NMK1003,27/10/2018,22/02/2019,18/03/2019,19/03/2019,USD,17,31,179,27,2.01,0.15,719.85,1058.6
SO - 0002413,Distributor,WARE-UHY1004,27/10/2018,22/02/2019,18/03/2019,26/03/2019,USD,22,47,241,20,6,0.08,475.37,1105.5
SO - 0002414,Distributor,WARE-XYS1001,27/10/2018,23/02/2019,13/03/2019,22/03/2019,USD,25,46,49,19,8.03,0.15,553.96,1045.2
SO - 0002415,Online,WARE-MKL1006,27/10/2018,23/02/2019,25/02/2019,02/03/2019,USD,17,45,332,11,2.97,0.07,1061.28,1768.8
SO - 0002416,Online,WARE-NMK1003,27/10/2018,23/02/2019,02/03/2019,06/03/2019,USD,19,8,148,4,7.06,0.05,393.96,804
SO - 0002417,In-Store,WARE-NBV1002,27/10/2018,23/02/2019,08/03/2019,12/03/2019,USD,7,44,62,28,5.98,0.05,101.3,241.2
SO - 0002418,Distributor,WARE-XYS1001,27/10/2018,23/02/2019,10/03/2019,14/03/2019,USD,22,35,31,2,1.98,0.08,2292.74,3953
SO - 0002419,Online,WARE-PUJ1005,27/10/2018,23/02/2019,06/03/2019,13/03/2019,USD,16,5,325,5,5.98,0.05,3078.72,6036.7
SO - 0002420,In-Store,WARE-NMK1003,27/10/2018,23/02/2019,16/03/2019,17/03/2019,USD,8,16,93,16,0.99,0.15,4338.25,6197.5
SO - 0002421,In-Store,WARE-NMK1003,27/10/2018,23/02/2019,26/02/2019,28/02/2019,USD,8,27,195,17,2.99,0.1,3818.6,6472.2
SO - 0002422,Online,WARE-NMK1003,27/10/2018,23/02/2019,01/03/2019,06/03/2019,USD,13,32,193,13,4.97,0.3,1463.28,2814
SO - 0002423,Online,WARE-NBV1002,27/10/2018,23/02/2019,10/03/2019,14/03/2019,USD,17,36,61,6,1.01,0.07,168.04,221.1
SO - 0002424,In-Store,WARE-PUJ1005,27/10/2018,23/02/2019,23/03/2019,28/03/2019,USD,10,15,293,21,2.99,0.07,1670.85,2257.9
SO - 0002425,Wholesale,WARE-MKL1006,27/10/2018,24/02/2019,28/02/2019,10/03/2019,USD,26,15,365,40,5.98,0.05,1973.15,3946.3
SO - 0002426,In-Store,WARE-XYS1001,27/10/2018,24/02/2019,05/03/2019,06/03/2019,USD,8,21,20,35,6,0.3,227.8,268
SO - 0002427,Distributor,WARE-XYS1001,27/10/2018,24/02/2019,13/03/2019,16/03/2019,USD,24,18,34,5,2.01,0.05,4549.3,6499
SO - 0002428,Online,WARE-PUJ1005,27/10/2018,24/02/2019,20/03/2019,27/03/2019,USD,12,32,305,21,4.98,0.3,515.9,938
SO - 0002429,In-Store,WARE-PUJ1005,27/10/2018,24/02/2019,07/03/2019,17/03/2019,USD,8,33,284,3,2.99,0.15,450.24,938
SO - 0002430,Distributor,WARE-NMK1003,27/10/2018,25/02/2019,05/03/2019,14/03/2019,USD,21,20,125,24,4.99,0.15,595.76,1145.7
SO - 0002431,In-Store,WARE-UHY1004,27/10/2018,25/02/2019,22/03/2019,28/03/2019,USD,10,24,239,38,1.98,0.05,671.14,1065.3
SO - 0002432,Online,WARE-NBV1002,27/10/2018,25/02/2019,05/03/2019,09/03/2019,USD,18,16,60,35,0.99,0.1,1562.44,3906.1
SO - 0002433,Distributor,WARE-MKL1006,27/10/2018,25/02/2019,18/03/2019,19/03/2019,USD,23,38,362,15,4.02,0.05,2922.81,3845.8
SO - 0002434,Distributor,WARE-NMK1003,27/10/2018,25/02/2019,10/03/2019,15/03/2019,USD,21,47,120,35,3.99,0.1,2922.81,3845.8
SO - 0002435,Online,WARE-XYS1001,27/10/2018,25/02/2019,12/03/2019,22/03/2019,USD,15,29,29,19,3.03,0.1,443.67,1031.8
SO - 0002436,Online,WARE-MKL1006,27/10/2018,25/02/2019,28/02/2019,08/03/2019,USD,19,7,331,15,0.98,0.15,1736.64,3859.2
SO - 0002437,In-Store,WARE-PUJ1005,27/10/2018,25/02/2019,05/03/2019,07/03/2019,USD,11,13,319,37,1.01,0.05,589.73,1092.1
SO - 0002438,Online,WARE-UHY1004,27/10/2018,25/02/2019,06/03/2019,12/03/2019,USD,14,44,224,45,8,0.05,684.61,877.7
SO - 0002439,In-Store,WARE-UHY1004,27/10/2018,26/02/2019,06/03/2019,10/03/2019,USD,6,33,255,12,3,0.2,1047.55,1775.5
SO - 0002440,In-Store,WARE-MKL1006,27/10/2018,26/02/2019,03/03/2019,04/03/2019,USD,1,18,355,31,4.98,0.05,3241.73,3859.2
SO - 0002441,In-Store,WARE-NMK1003,27/10/2018,26/02/2019,14/03/2019,19/03/2019,USD,1,20,87,22,1.99,0.15,1295.04,2539.3
SO - 0002442,In-Store,WARE-XYS1001,27/10/2018,26/02/2019,22/03/2019,28/03/2019,USD,8,18,22,9,6.99,0.2,1936.03,2304.8
SO - 0002443,Distributor,WARE-MKL1006,27/10/2018,26/02/2019,11/03/2019,20/03/2019,USD,21,48,336,44,5.99,0.08,168.04,254.6
SO - 0002444,Distributor,WARE-PUJ1005,27/10/2018,27/02/2019,06/03/2019,10/03/2019,USD,25,32,311,24,7.02,0.05,440.59,917.9
SO - 0002445,In-Store,WARE-NBV1002,27/10/2018,27/02/2019,11/03/2019,21/03/2019,USD,12,15,70,13,4.98,0.07,814.05,1005
SO - 0002446,Distributor,WARE-PUJ1005,27/10/2018,27/02/2019,03/03/2019,08/03/2019,USD,23,36,264,34,3.04,0.05,891.9,1715.2
SO - 0002447,In-Store,WARE-UHY1004,27/10/2018,27/02/2019,27/03/2019,06/04/2019,USD,11,43,243,26,1.01,0.08,106.13,241.2
SO - 0002448,Online,WARE-UHY1004,27/10/2018,27/02/2019,14/03/2019,22/03/2019,USD,15,5,228,12,8.01,0.15,2569.45,3953
SO - 0002449,In-Store,WARE-XYS1001,27/10/2018,27/02/2019,15/03/2019,24/03/2019,USD,6,30,7,25,4.98,0.08,641.59,1145.7
SO - 0002450,Online,WARE-MKL1006,27/10/2018,27/02/2019,12/03/2019,14/03/2019,USD,18,47,353,38,4,0.1,664.37,991.6
SO - 0002451,Distributor,WARE-MKL1006,27/10/2018,27/02/2019,14/03/2019,24/03/2019,USD,24,6,331,8,1.1,0.05,2012.61,3946.3
SO - 0002452,Distributor,WARE-NBV1002,27/10/2018,27/02/2019,10/03/2019,15/03/2019,USD,21,41,88,11,8.04,0.08,871.87,1132.3
SO - 0002453,Distributor,WARE-NMK1003,27/10/2018,27/02/2019,06/03/2019,14/03/2019,USD,25,11,182,21,1.97,0.15,696.8,1072
SO - 0002454,Distributor,WARE-PUJ1005,27/10/2018,27/02/2019,17/03/2019,20/03/2019,USD,21,50,323,34,4.01,0.08,450.24,938
SO - 0002455,In-Store,WARE-NMK1003,27/10/2018,28/02/2019,09/03/2019,13/03/2019,USD,10,16,166,28,8.02,0.05,529.3,1058.6
SO - 0002456,In-Store,WARE-MKL1006,27/10/2018,28/02/2019,03/03/2019,07/03/2019,USD,2,17,367,25,3.01,0.07,2216.83,5406.9
SO - 0002457,Distributor,WARE-NBV1002,27/10/2018,28/02/2019,27/03/2019,03/04/2019,USD,23,26,83,6,0.99,0.15,4025.29,5514.1
SO - 0002458,Online,WARE-PUJ1005,27/10/2018,28/02/2019,03/03/2019,10/03/2019,USD,19,36,320,12,3.96,0.4,1422.28,2452.2
SO - 0002459,Online,WARE-XYS1001,27/10/2018,28/02/2019,15/03/2019,16/03/2019,USD,18,28,37,21,7.97,0.05,2706.26,3979.8
SO - 0002460,In-Store,WARE-NMK1003,27/10/2018,28/02/2019,24/03/2019,27/03/2019,USD,6,34,130,40,8.03,0.3,5288.51,6371.7
SO - 0002461,Online,WARE-NMK1003,27/10/2018,28/02/2019,12/03/2019,19/03/2019,USD,13,27,162,34,3.99,0.1,1541,3852.5
SO - 0002462,Online,WARE-UHY1004,27/10/2018,01/03/2019,22/03/2019,24/03/2019,USD,17,38,227,5,3.95,0.15,2433.84,2968.1
SO - 0002463,Online,WARE-MKL1006,27/10/2018,01/03/2019,22/03/2019,31/03/2019,USD,13,21,343,18,6.03,0.1,3252.98,6378.4
SO - 0002464,In-Store,WARE-MKL1006,27/10/2018,01/03/2019,16/03/2019,20/03/2019,USD,4,21,330,38,6.95,0.1,804.4,1165.8
SO - 0002465,Distributor,WARE-MKL1006,27/10/2018,01/03/2019,28/03/2019,02/04/2019,USD,25,31,327,33,2.99,0.05,586.12,1085.4
SO - 0002466,Wholesale,WARE-XYS1001,27/10/2018,01/03/2019,19/03/2019,26/03/2019,USD,26,44,57,38,5.98,0.08,994.28,2485.7
SO - 0002467,In-Store,WARE-PUJ1005,27/10/2018,01/03/2019,22/03/2019,01/04/2019,USD,2,9,319,30,5,0.05,1161.98,2472.3
SO - 0002468,Wholesale,WARE-UHY1004,27/10/2018,01/03/2019,15/03/2019,23/03/2019,USD,27,4,250,16,3.99,0.1,1348.58,1983.2
SO - 0002469,Online,WARE-XYS1001,27/10/2018,01/03/2019,10/03/2019,20/03/2019,USD,16,13,33,29,4.99,0.08,660.35,1031.8
SO - 0002470,Distributor,WARE-NMK1003,27/10/2018,01/03/2019,25/03/2019,04/04/2019,USD,20,24,113,37,6.03,0.15,786.92,1748.7
SO - 0002471,In-Store,WARE-NMK1003,27/10/2018,01/03/2019,24/03/2019,02/04/2019,USD,10,10,196,34,0.99,0.05,2090.4,2680
SO - 0002472,In-Store,WARE-UHY1004,27/10/2018,01/03/2019,17/03/2019,20/03/2019,USD,9,39,232,17,3,0.05,4246.86,5179.1
SO - 0002473,In-Store,WARE-UHY1004,27/10/2018,02/03/2019,16/03/2019,17/03/2019,USD,10,5,261,45,2.96,0.05,1918.88,2398.6
SO - 0002474,In-Store,WARE-NMK1003,27/10/2018,02/03/2019,21/03/2019,27/03/2019,USD,1,17,110,31,6.01,0.2,1215.85,1762.1
SO - 0002475,Online,WARE-NMK1003,27/10/2018,02/03/2019,15/03/2019,19/03/2019,USD,19,36,113,24,7.02,0.05,4333.56,5628
SO - 0002476,Wholesale,WARE-NMK1003,27/10/2018,03/03/2019,09/03/2019,16/03/2019,USD,27,8,152,39,2.97,0.1,3480.11,5272.9
SO - 0002477,Distributor,WARE-NMK1003,27/10/2018,03/03/2019,24/03/2019,27/03/2019,USD,22,18,132,13,2.02,0.1,2367.98,3758.7
SO - 0002478,Distributor,WARE-UHY1004,27/10/2018,03/03/2019,15/03/2019,17/03/2019,USD,21,32,235,43,0.97,0.05,465.38,1011.7
SO - 0002479,Online,WARE-UHY1004,27/10/2018,03/03/2019,28/03/2019,07/04/2019,USD,14,39,242,24,4.03,0.15,1704.08,3155.7
SO - 0002480,Online,WARE-NMK1003,27/10/2018,03/03/2019,28/03/2019,03/04/2019,USD,17,22,146,39,0.99,0.15,3257.54,5922.8
SO - 0002481,Online,WARE-NMK1003,27/10/2018,03/03/2019,07/03/2019,17/03/2019,USD,18,20,174,25,7.99,0.08,1667.3,2646.5
SO - 0002482,In-Store,WARE-NMK1003,27/10/2018,03/03/2019,28/03/2019,29/03/2019,USD,9,10,119,28,4.01,0.1,564.94,911.2
SO - 0002483,Wholesale,WARE-PUJ1005,27/10/2018,03/03/2019,30/03/2019,03/04/2019,USD,28,19,278,15,3.98,0.08,502.5,837.5
SO - 0002484,Wholesale,WARE-MKL1006,27/10/2018,04/03/2019,31/03/2019,05/04/2019,USD,27,45,342,5,5.02,0.1,924.6,1340
SO - 0002485,Online,WARE-UHY1004,27/10/2018,04/03/2019,31/03/2019,02/04/2019,USD,14,21,210,40,7.02,0.15,2389.89,2914.5
SO - 0002486,In-Store,WARE-XYS1001,27/10/2018,04/03/2019,01/04/2019,06/04/2019,USD,7,5,47,23,6.03,0.1,721.19,1045.2
SO - 0002487,Distributor,WARE-NMK1003,27/10/2018,04/03/2019,12/03/2019,16/03/2019,USD,22,50,97,20,7.02,0.05,1968.19,3859.2
SO - 0002488,In-Store,WARE-PUJ1005,27/10/2018,05/03/2019,22/03/2019,23/03/2019,USD,2,23,324,34,7.03,0.4,4552.65,6070.2
SO - 0002489,In-Store,WARE-UHY1004,27/10/2018,05/03/2019,17/03/2019,19/03/2019,USD,1,37,240,14,3.97,0.15,484.95,1031.8
SO - 0002490,In-Store,WARE-NMK1003,27/10/2018,05/03/2019,12/03/2019,16/03/2019,USD,6,15,129,17,4.99,0.07,678.24,1279.7
SO - 0002491,In-Store,WARE-NMK1003,27/10/2018,06/03/2019,25/03/2019,30/03/2019,USD,6,11,143,12,6.97,0.15,610.1,1051.9
SO - 0002492,Wholesale,WARE-NMK1003,27/10/2018,06/03/2019,08/03/2019,11/03/2019,USD,25,31,125,3,3.99,0.05,1201.18,2224.4
SO - 0002493,In-Store,WARE-MKL1006,27/10/2018,06/03/2019,28/03/2019,02/04/2019,USD,4,49,349,6,1.99,0.05,674.29,911.2
SO - 0002494,In-Store,WARE-UHY1004,27/10/2018,07/03/2019,10/03/2019,20/03/2019,USD,5,37,229,32,8,0.08,450.24,1072
SO - 0002495,Distributor,WARE-NMK1003,27/10/2018,07/03/2019,03/04/2019,08/04/2019,USD,22,39,105,16,5.99,0.05,1381.47,1748.7
SO - 0002496,In-Store,WARE-PUJ1005,27/10/2018,07/03/2019,27/03/2019,04/04/2019,USD,7,28,264,46,5,0.1,2102.06,2532.6
SO - 0002497,Online,WARE-PUJ1005,27/10/2018,07/03/2019,13/03/2019,15/03/2019,USD,12,32,316,1,7.98,0.3,849.9,1976.5
SO - 0002498,Distributor,WARE-XYS1001,27/10/2018,07/03/2019,24/03/2019,31/03/2019,USD,23,30,36,12,0.98,0.05,1413.03,1909.5
SO - 0002499,Online,WARE-UHY1004,27/10/2018,08/03/2019,28/03/2019,03/04/2019,USD,17,35,215,46,5.01,0.07,917.36,1092.1
SO - 0002500,Online,WARE-MKL1006,27/10/2018,08/03/2019,21/03/2019,23/03/2019,USD,17,25,343,13,1.99,0.1,519.38,1018.4
SO - 0002501,Wholesale,WARE-XYS1001,27/10/2018,08/03/2019,25/03/2019,31/03/2019,USD,28,4,44,43,4.97,0.1,574.06,844.2
SO - 0002502,In-Store,WARE-PUJ1005,27/10/2018,08/03/2019,31/03/2019,03/04/2019,USD,10,42,297,23,4.98,0.1,2637.12,6432
SO - 0002503,Online,WARE-NBV1002,27/10/2018,08/03/2019,13/03/2019,23/03/2019,USD,14,37,81,39,7.01,0.3,765.41,1125.6
SO - 0002504,Online,WARE-MKL1006,27/10/2018,08/03/2019,23/03/2019,29/03/2019,USD,20,22,365,19,3.03,0.15,790.6,1976.5
SO - 0002505,Online,WARE-NMK1003,27/10/2018,08/03/2019,21/03/2019,28/03/2019,USD,15,18,117,35,1.01,0.05,607.82,1125.6
SO - 0002506,In-Store,WARE-NMK1003,27/10/2018,08/03/2019,26/03/2019,04/04/2019,USD,10,44,121,27,7.05,0.05,896.86,1949.7
SO - 0002507,Wholesale,WARE-NMK1003,27/10/2018,08/03/2019,19/03/2019,29/03/2019,USD,28,7,192,3,3,0.05,1876,2345
SO - 0002508,In-Store,WARE-PUJ1005,27/10/2018,08/03/2019,02/04/2019,03/04/2019,USD,1,48,263,20,7,0.08,1279.63,1802.3
SO - 0002509,Online,WARE-UHY1004,27/10/2018,08/03/2019,12/03/2019,20/03/2019,USD,13,41,206,31,1.97,0.05,105.06,214.4
SO - 0002510,In-Store,WARE-UHY1004,27/10/2018,08/03/2019,19/03/2019,23/03/2019,USD,1,34,248,7,6.02,0.05,1263.49,3008.3
SO - 0002511,Distributor,WARE-NMK1003,27/10/2018,09/03/2019,15/03/2019,16/03/2019,USD,21,28,197,29,7.98,0.05,827.72,1165.8
SO - 0002512,Online,WARE-PUJ1005,27/10/2018,09/03/2019,15/03/2019,18/03/2019,USD,17,22,276,10,5.02,0.05,412.72,1031.8
SO - 0002513,Online,WARE-NMK1003,27/10/2018,09/03/2019,05/04/2019,09/04/2019,USD,16,21,156,18,2.02,0.07,1016.66,1882.7
SO - 0002514,Online,WARE-NMK1003,27/10/2018,09/03/2019,23/03/2019,31/03/2019,USD,19,1,152,5,0.99,0.08,743.43,1018.4
SO - 0002515,In-Store,WARE-UHY1004,27/10/2018,09/03/2019,13/03/2019,19/03/2019,USD,7,14,228,28,2.02,0.1,3027.6,3832.4
SO - 0002516,In-Store,WARE-PUJ1005,27/10/2018,09/03/2019,05/04/2019,12/04/2019,USD,1,17,322,40,8.02,0.08,2172.88,5299.7
SO - 0002517,Online,WARE-NBV1002,27/10/2018,09/03/2019,30/03/2019,08/04/2019,USD,19,39,61,40,4.03,0.2,2917.72,3839.1
SO - 0002518,In-Store,WARE-XYS1001,27/10/2018,10/03/2019,19/03/2019,25/03/2019,USD,10,48,26,32,6.01,0.15,763.53,991.6
SO - 0002519,Online,WARE-NMK1003,27/10/2018,10/03/2019,13/03/2019,23/03/2019,USD,17,31,91,9,7.02,0.07,136.01,234.5
SO - 0002520,Wholesale,WARE-NMK1003,27/10/2018,10/03/2019,14/03/2019,18/03/2019,USD,28,48,177,22,3,0.05,604.34,1098.8
SO - 0002521,Online,WARE-NBV1002,27/10/2018,10/03/2019,16/03/2019,26/03/2019,USD,19,5,69,7,2.01,0.1,117.18,221.1
SO - 0002522,Distributor,WARE-PUJ1005,27/10/2018,10/03/2019,25/03/2019,02/04/2019,USD,23,33,283,34,7,0.3,110.08,207.7
SO - 0002523,Distributor,WARE-XYS1001,27/10/2018,11/03/2019,06/04/2019,14/04/2019,USD,24,37,32,27,5.04,0.07,1639.96,3999.9
SO - 0002524,Online,WARE-NMK1003,27/10/2018,11/03/2019,23/03/2019,01/04/2019,USD,18,13,123,1,5.97,0.1,1455.04,2552.7
SO - 0002525,Wholesale,WARE-PUJ1005,27/10/2018,11/03/2019,03/04/2019,13/04/2019,USD,26,30,261,27,1.98,0.2,2816.14,3966.4
SO - 0002526,Distributor,WARE-XYS1001,04/02/2019,11/03/2019,15/03/2019,22/03/2019,USD,22,17,53,17,3.01,0.1,850.36,1118.9
SO - 0002527,In-Store,WARE-NMK1003,27/10/2018,11/03/2019,08/04/2019,12/04/2019,USD,3,23,132,11,1.01,0.15,905.1,1145.7
SO - 0002528,Online,WARE-UHY1004,27/10/2018,11/03/2019,30/03/2019,02/04/2019,USD,16,50,228,31,2.02,0.07,1407.4,2606.3
SO - 0002529,Online,WARE-PUJ1005,27/10/2018,11/03/2019,13/03/2019,20/03/2019,USD,15,49,283,4,6.01,0.1,2228.35,2820.7
SO - 0002530,In-Store,WARE-NMK1003,27/10/2018,11/03/2019,27/03/2019,30/03/2019,USD,11,31,156,35,4.04,0.05,1228.78,1755.4
SO - 0002531,In-Store,WARE-NMK1003,27/10/2018,11/03/2019,29/03/2019,03/04/2019,USD,11,27,141,21,6.99,0.07,706.18,1139
SO - 0002532,Online,WARE-NBV1002,27/10/2018,11/03/2019,15/03/2019,16/03/2019,USD,20,8,76,3,3.01,0.2,4173.36,5152.3
SO - 0002533,In-Store,WARE-NMK1003,27/10/2018,11/03/2019,05/04/2019,12/04/2019,USD,8,19,137,45,6.01,0.2,3027.6,3832.4
