OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Delivery_days,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost(In USD),Unit Price(in USD),USD_rate,Unit_priceinINR,Unit_costinINR
SO - 0005117,In-Store,WARE-PUJ1005,23-Aug-2019,16-Jan-2020,1-Feb-2020,10-Feb-2020,9,USD,7,5,294,47,7,0.075,"1,021.08","1,701.80",88,149758.4,89855.04
SO - 0005118,Wholesale,WARE-NBV1002,23-Aug-2019,16-Jan-2020,21-Jan-2020,27-Jan-2020,6,USD,26,5,74,1,3,0.05,"2,315.92","5,514.10",88,485240.8,203800.96
SO - 0005119,Online,WARE-NBV1002,23-Aug-2019,16-Jan-2020,27-Jan-2020,30-Jan-2020,3,USD,12,20,81,19,8,0.2,696.47,"1,105.50",88,97284,61289.36
SO - 0005120,In-Store,WARE-MKL1006,1-Dec-2019,16-Jan-2020,22-Jan-2020,26-Jan-2020,4,USD,9,33,346,27,5,0.075,815.12,"1,031.80",88,90798.4,71730.56
SO - 0005121,In-Store,WARE-XYS1001,1-Dec-2019,16-Jan-2020,21-Jan-2020,23-Jan-2020,2,USD,2,28,48,1,2,0.075,"4,090.75","5,681.60",88,499980.8,359986
SO - 0005122,In-Store,WARE-NMK1003,1-Dec-2019,16-Jan-2020,21-Jan-2020,30-Jan-2020,9,USD,6,12,168,2,1,0.15,"1,869.17","2,525.90",88,222279.2,164486.96
SO - 0005123,Online,WARE-MKL1006,23-Aug-2019,16-Jan-2020,6-Feb-2020,7-Feb-2020,1,USD,14,41,358,12,6,0.075,639.85,"1,279.70",88,112613.6,56306.8
SO - 0005124,Distributor,WARE-NMK1003,1-Dec-2019,17-Jan-2020,22-Jan-2020,23-Jan-2020,1,USD,21,5,128,24,4,0.05,"2,073.92","3,095.40",88,272395.2,182504.96
SO - 0005125,In-Store,WARE-XYS1001,23-Aug-2019,17-Jan-2020,29-Jan-2020,4-Feb-2020,6,USD,1,14,50,2,2,0.15,146.33,174.2,88,15329.6,12877.04
SO - 0005126,Distributor,WARE-XYS1001,23-Aug-2019,17-Jan-2020,8-Feb-2020,17-Feb-2020,9,USD,25,5,1,34,2,0.1,684.74,978.2,88,86081.6,60257.12
SO - 0005127,In-Store,WARE-MKL1006,23-Aug-2019,17-Jan-2020,2-Feb-2020,5-Feb-2020,3,USD,1,14,339,16,1,0.05,148.07,227.8,88,20046.4,13030.16
SO - 0005128,Distributor,WARE-XYS1001,23-Aug-2019,17-Jan-2020,7-Feb-2020,11-Feb-2020,4,USD,21,43,11,12,4,0.05,161.74,227.8,88,20046.4,14233.12
SO - 0005129,Online,WARE-PUJ1005,23-Aug-2019,17-Jan-2020,10-Feb-2020,17-Feb-2020,7,USD,14,47,288,4,4,0.15,"4,738.58","6,318.10",88,555992.8,416995.04
SO - 0005130,Online,WARE-NBV1002,23-Aug-2019,17-Jan-2020,10-Feb-2020,19-Feb-2020,9,USD,13,29,87,47,3,0.05,935.99,"1,701.80",88,149758.4,82367.12
SO - 0005131,Distributor,WARE-MKL1006,1-Dec-2019,17-Jan-2020,10-Feb-2020,11-Feb-2020,1,USD,25,31,334,24,6,0.075,"2,230.30","3,055.20",88,268857.6,196266.4
SO - 0005132,Distributor,WARE-NMK1003,1-Dec-2019,17-Jan-2020,28-Jan-2020,5-Feb-2020,8,USD,22,30,92,36,5,0.05,728.49,877.7,88,77237.6,64107.12
SO - 0005133,Distributor,WARE-PUJ1005,23-Aug-2019,18-Jan-2020,7-Feb-2020,10-Feb-2020,3,USD,23,29,303,28,7,0.15,901.02,"1,098.80",88,96694.4,79289.76
SO - 0005134,In-Store,WARE-NMK1003,1-Dec-2019,18-Jan-2020,23-Jan-2020,2-Feb-2020,10,USD,7,18,90,27,3,0.05,469.47,958.1,88,84312.8,41313.36
SO - 0005135,In-Store,WARE-PUJ1005,23-Aug-2019,18-Jan-2020,23-Jan-2020,30-Jan-2020,7,USD,9,21,276,31,3,0.075,452.25,"1,005.00",88,88440,39798
SO - 0005136,In-Store,WARE-NMK1003,23-Aug-2019,18-Jan-2020,31-Jan-2020,7-Feb-2020,7,USD,5,49,140,1,3,0.05,804.54,"1,058.60",88,93156.8,70799.52
SO - 0005137,Wholesale,WARE-PUJ1005,23-Aug-2019,18-Jan-2020,5-Feb-2020,8-Feb-2020,3,USD,28,12,267,43,4,0.15,698.68,"1,058.60",88,93156.8,61483.84
SO - 0005138,Wholesale,WARE-MKL1006,23-Aug-2019,19-Jan-2020,2-Feb-2020,5-Feb-2020,3,USD,28,8,340,26,3,0.075,"2,438.00","5,540.90",88,487599.2,214544
SO - 0005139,Online,WARE-PUJ1005,23-Aug-2019,19-Jan-2020,22-Jan-2020,31-Jan-2020,9,USD,17,5,298,6,8,0.15,600.12,"1,132.30",88,99642.4,52810.56
SO - 0005140,In-Store,WARE-XYS1001,23-Aug-2019,19-Jan-2020,5-Feb-2020,15-Feb-2020,10,USD,2,6,51,26,5,0.05,506.52,"1,125.60",88,99052.8,44573.76
SO - 0005141,In-Store,WARE-PUJ1005,23-Aug-2019,19-Jan-2020,4-Feb-2020,8-Feb-2020,4,USD,8,37,326,37,3,0.05,"1,225.30","2,552.70",88,224637.6,107826.4
SO - 0005142,In-Store,WARE-NMK1003,23-Aug-2019,19-Jan-2020,3-Feb-2020,8-Feb-2020,5,USD,10,12,142,34,2,0.075,661.96,"1,018.40",88,89619.2,58252.48
SO - 0005143,Wholesale,WARE-PUJ1005,23-Aug-2019,19-Jan-2020,12-Feb-2020,13-Feb-2020,1,USD,27,18,305,24,6,0.05,472.75,964.8,88,84902.4,41602
SO - 0005144,Distributor,WARE-XYS1001,23-Aug-2019,19-Jan-2020,9-Feb-2020,10-Feb-2020,1,USD,25,4,42,4,7,0.05,685.01,964.8,88,84902.4,60280.88
SO - 0005145,In-Store,WARE-XYS1001,23-Aug-2019,19-Jan-2020,22-Jan-2020,28-Jan-2020,6,USD,10,41,36,18,8,0.075,996.96,"2,492.40",88,219331.2,87732.48
SO - 0005146,Wholesale,WARE-UHY1004,23-Aug-2019,19-Jan-2020,6-Feb-2020,9-Feb-2020,3,USD,28,10,215,32,6,0.4,806.35,971.5,88,85492,70958.8
SO - 0005147,Distributor,WARE-XYS1001,1-Dec-2019,19-Jan-2020,2-Feb-2020,9-Feb-2020,7,USD,20,48,2,34,1,0.2,777.67,"1,065.30",88,93746.4,68434.96
SO - 0005148,Distributor,WARE-NMK1003,23-Aug-2019,19-Jan-2020,30-Jan-2020,5-Feb-2020,6,USD,22,47,199,24,1,0.15,"3,310.47","6,130.50",88,539484,291321.36
SO - 0005149,In-Store,WARE-NBV1002,23-Aug-2019,20-Jan-2020,31-Jan-2020,9-Feb-2020,9,USD,12,23,84,15,4,0.15,"1,936.84","2,653.20",88,233481.6,170441.92
SO - 0005150,Distributor,WARE-NBV1002,1-Dec-2019,20-Jan-2020,23-Jan-2020,27-Jan-2020,4,USD,22,50,79,26,6,0.1,607.82,"1,125.60",88,99052.8,53488.16
SO - 0005151,Online,WARE-NMK1003,23-Aug-2019,20-Jan-2020,3-Feb-2020,7-Feb-2020,4,USD,17,34,113,8,8,0.15,531.71,857.6,88,75468.8,46790.48
SO - 0005152,Online,WARE-NMK1003,23-Aug-2019,20-Jan-2020,5-Feb-2020,15-Feb-2020,10,USD,16,38,111,3,1,0.2,"1,354.47","1,782.20",88,156833.6,119193.36
SO - 0005153,Distributor,WARE-NBV1002,23-Aug-2019,20-Jan-2020,6-Feb-2020,8-Feb-2020,2,USD,24,20,70,8,6,0.075,"1,045.20","2,010.00",88,176880,91977.6
SO - 0005154,In-Store,WARE-PUJ1005,23-Aug-2019,21-Jan-2020,2-Feb-2020,8-Feb-2020,6,USD,6,9,313,38,4,0.05,660.35,857.6,88,75468.8,58110.8
SO - 0005155,Online,WARE-XYS1001,1-Dec-2019,21-Jan-2020,3-Feb-2020,13-Feb-2020,10,USD,13,20,28,18,5,0.1,644.54,871,88,76648,56719.52
SO - 0005156,Distributor,WARE-NBV1002,23-Aug-2019,21-Jan-2020,25-Jan-2020,28-Jan-2020,3,USD,23,6,73,39,8,0.075,"1,945.14","2,559.40",88,225227.2,171172.32
SO - 0005157,Distributor,WARE-XYS1001,23-Aug-2019,21-Jan-2020,2-Feb-2020,11-Feb-2020,9,USD,25,2,51,46,7,0.05,"1,601.17","3,812.30",88,335482.4,140902.96
SO - 0005158,In-Store,WARE-NMK1003,23-Aug-2019,21-Jan-2020,12-Feb-2020,18-Feb-2020,6,USD,3,20,126,12,7,0.075,571.64,"1,058.60",88,93156.8,50304.32
SO - 0005159,In-Store,WARE-PUJ1005,23-Aug-2019,21-Jan-2020,25-Jan-2020,3-Feb-2020,9,USD,4,33,308,30,1,0.15,"1,958.41","2,479.00",88,218152,172340.08
SO - 0005160,In-Store,WARE-NMK1003,23-Aug-2019,21-Jan-2020,24-Jan-2020,2-Feb-2020,9,USD,2,34,171,20,5,0.1,"1,480.70","1,742.00",88,153296,130301.6
SO - 0005161,Online,WARE-MKL1006,23-Aug-2019,21-Jan-2020,30-Jan-2020,8-Feb-2020,9,USD,19,21,341,12,2,0.05,"1,739.32","3,162.40",88,278291.2,153060.16
SO - 0005162,Online,WARE-NMK1003,1-Dec-2019,21-Jan-2020,3-Feb-2020,7-Feb-2020,4,USD,16,12,163,22,2,0.05,97.62,207.7,88,18277.6,8590.56
SO - 0005163,Online,WARE-NMK1003,23-Aug-2019,21-Jan-2020,13-Feb-2020,21-Feb-2020,8,USD,17,19,141,7,6,0.075,605.35,931.3,88,81954.4,53270.8
SO - 0005164,Online,WARE-NMK1003,23-Aug-2019,21-Jan-2020,11-Feb-2020,16-Feb-2020,5,USD,12,5,200,43,3,0.05,"3,365.14","5,098.70",88,448685.6,296132.32
SO - 0005165,Online,WARE-PUJ1005,23-Aug-2019,21-Jan-2020,12-Feb-2020,16-Feb-2020,4,USD,14,35,297,4,8,0.4,909.32,"1,165.80",88,102590.4,80020.16
SO - 0005166,In-Store,WARE-PUJ1005,23-Aug-2019,22-Jan-2020,28-Jan-2020,31-Jan-2020,3,USD,6,7,262,12,5,0.05,954.75,"1,909.50",88,168036,84018
SO - 0005167,In-Store,WARE-XYS1001,1-Dec-2019,22-Jan-2020,8-Feb-2020,15-Feb-2020,7,USD,9,37,36,6,7,0.05,"5,057.96","6,244.40",88,549507.2,445100.48
SO - 0005168,Online,WARE-XYS1001,23-Aug-2019,22-Jan-2020,3-Feb-2020,8-Feb-2020,5,USD,17,7,31,4,4,0.075,"3,252.98","3,872.60",88,340788.8,286262.24
SO - 0005169,Online,WARE-NMK1003,23-Aug-2019,22-Jan-2020,31-Jan-2020,9-Feb-2020,9,USD,12,30,141,23,4,0.3,"1,180.61","1,762.10",88,155064.8,103893.68
SO - 0005170,Online,WARE-UHY1004,23-Aug-2019,22-Jan-2020,26-Jan-2020,30-Jan-2020,4,USD,17,37,239,29,3,0.075,"1,480.57","2,552.70",88,224637.6,130290.16
SO - 0005171,Wholesale,WARE-NMK1003,23-Aug-2019,22-Jan-2020,13-Feb-2020,23-Feb-2020,10,USD,27,19,199,23,4,0.1,502.5,"1,005.00",88,88440,44220
SO - 0005172,Online,WARE-NBV1002,23-Aug-2019,22-Jan-2020,2-Feb-2020,3-Feb-2020,1,USD,17,5,81,37,4,0.05,978.2,"1,340.00",88,117920,86081.6
SO - 0005173,Distributor,WARE-PUJ1005,23-Aug-2019,22-Jan-2020,31-Jan-2020,8-Feb-2020,8,USD,25,13,298,5,1,0.05,921.25,"1,842.50",88,162140,81070
SO - 0005174,Wholesale,WARE-XYS1001,1-Dec-2019,22-Jan-2020,17-Feb-2020,21-Feb-2020,4,USD,26,18,34,35,2,0.4,"3,236.10","3,852.50",88,339020,284776.8
SO - 0005175,In-Store,WARE-NMK1003,1-Dec-2019,23-Jan-2020,10-Feb-2020,17-Feb-2020,7,USD,5,47,102,25,3,0.1,715.49,"1,212.70",88,106717.6,62963.12
SO - 0005176,Online,WARE-XYS1001,23-Aug-2019,23-Jan-2020,13-Feb-2020,20-Feb-2020,7,USD,14,22,32,38,1,0.05,"2,940.63","3,819.00",88,336072,258775.44
SO - 0005177,Distributor,WARE-NMK1003,23-Aug-2019,23-Jan-2020,27-Jan-2020,29-Jan-2020,2,USD,22,19,97,2,8,0.2,532.65,"1,065.30",88,93746.4,46873.2
SO - 0005178,Wholesale,WARE-PUJ1005,1-Dec-2019,23-Jan-2020,2-Feb-2020,6-Feb-2020,4,USD,28,38,311,15,6,0.1,"1,192.06","1,862.60",88,163908.8,104901.28
SO - 0005179,Wholesale,WARE-MKL1006,1-Dec-2019,23-Jan-2020,28-Jan-2020,4-Feb-2020,7,USD,26,35,345,42,4,0.1,"1,154.14","1,989.90",88,175111.2,101564.32
SO - 0005180,Online,WARE-UHY1004,1-Dec-2019,23-Jan-2020,17-Feb-2020,18-Feb-2020,1,USD,16,34,211,29,8,0.075,"2,289.39","2,693.40",88,237019.2,201466.32
SO - 0005181,Distributor,WARE-UHY1004,23-Aug-2019,23-Jan-2020,13-Feb-2020,20-Feb-2020,7,USD,22,25,227,2,7,0.4,"2,613.00","4,020.00",88,353760,229944
SO - 0005182,Online,WARE-UHY1004,23-Aug-2019,23-Jan-2020,17-Feb-2020,22-Feb-2020,5,USD,12,8,214,9,3,0.1,557.84,"1,212.70",88,106717.6,49089.92
SO - 0005183,Online,WARE-UHY1004,23-Aug-2019,23-Jan-2020,12-Feb-2020,15-Feb-2020,3,USD,18,24,213,45,3,0.1,"2,891.72","3,484.00",88,306592,254471.36
SO - 0005184,Online,WARE-NMK1003,1-Dec-2019,24-Jan-2020,7-Feb-2020,17-Feb-2020,10,USD,15,26,131,36,3,0.3,"2,499.77","3,845.80",88,338430.4,219979.76
SO - 0005185,Distributor,WARE-NMK1003,23-Aug-2019,24-Jan-2020,7-Feb-2020,11-Feb-2020,4,USD,21,28,155,42,2,0.2,"1,703.01","2,398.60",88,211076.8,149864.88
SO - 0005186,In-Store,WARE-MKL1006,1-Dec-2019,24-Jan-2020,17-Feb-2020,20-Feb-2020,3,USD,3,27,360,4,5,0.075,"3,919.23","6,123.80",88,538894.4,344892.24
SO - 0005187,In-Store,WARE-NBV1002,1-Dec-2019,24-Jan-2020,7-Feb-2020,16-Feb-2020,9,USD,1,50,83,11,3,0.1,"1,216.45","1,788.90",88,157423.2,107047.6
SO - 0005188,In-Store,WARE-XYS1001,23-Aug-2019,24-Jan-2020,29-Jan-2020,8-Feb-2020,10,USD,10,12,55,9,3,0.05,"2,002.36","3,926.20",88,345505.6,176207.68
SO - 0005189,Online,WARE-XYS1001,1-Dec-2019,24-Jan-2020,30-Jan-2020,7-Feb-2020,8,USD,18,37,31,47,7,0.1,124.82,180.9,88,15919.2,10984.16
SO - 0005190,Distributor,WARE-XYS1001,23-Aug-2019,24-Jan-2020,31-Jan-2020,6-Feb-2020,6,USD,24,5,40,38,3,0.05,"2,313.44","3,169.10",88,278880.8,203582.72
SO - 0005191,Wholesale,WARE-PUJ1005,23-Aug-2019,24-Jan-2020,7-Feb-2020,11-Feb-2020,4,USD,26,10,267,11,1,0.15,539.35,"1,172.50",88,103180,47462.8
SO - 0005192,Online,WARE-NBV1002,23-Aug-2019,25-Jan-2020,4-Feb-2020,6-Feb-2020,2,USD,17,18,84,2,5,0.05,"2,573.81","3,959.70",88,348453.6,226495.28
SO - 0005193,In-Store,WARE-NMK1003,1-Dec-2019,25-Jan-2020,6-Feb-2020,7-Feb-2020,1,USD,10,30,126,16,7,0.05,108.81,194.3,88,17098.4,9575.28
SO - 0005194,In-Store,WARE-XYS1001,1-Dec-2019,25-Jan-2020,2-Feb-2020,4-Feb-2020,2,USD,12,3,29,22,8,0.05,"1,877.74","2,318.20",88,204001.6,165241.12
SO - 0005195,In-Store,WARE-PUJ1005,23-Aug-2019,25-Jan-2020,5-Feb-2020,14-Feb-2020,9,USD,10,46,301,18,3,0.1,"1,494.64","1,916.20",88,168625.6,131528.32
SO - 0005196,In-Store,WARE-NBV1002,1-Dec-2019,25-Jan-2020,5-Feb-2020,6-Feb-2020,1,USD,6,26,73,22,5,0.05,"1,055.25","2,512.50",88,221100,92862
SO - 0005197,In-Store,WARE-MKL1006,1-Dec-2019,25-Jan-2020,27-Jan-2020,5-Feb-2020,9,USD,4,16,352,29,6,0.15,102.78,174.2,88,15329.6,9044.64
SO - 0005198,Online,WARE-MKL1006,23-Aug-2019,26-Jan-2020,12-Feb-2020,13-Feb-2020,1,USD,19,34,340,5,1,0.1,"3,344.24","5,668.20",88,498801.6,294293.12
SO - 0005199,In-Store,WARE-NMK1003,23-Aug-2019,26-Jan-2020,12-Feb-2020,16-Feb-2020,4,USD,2,2,169,17,3,0.3,"1,106.84","1,876.00",88,165088,97401.92
SO - 0005200,In-Store,WARE-MKL1006,1-Dec-2019,26-Jan-2020,3-Feb-2020,4-Feb-2020,1,USD,1,29,366,2,6,0.1,886.41,"1,969.80",88,173342.4,78004.08
SO - 0005201,In-Store,WARE-UHY1004,23-Aug-2019,26-Jan-2020,16-Feb-2020,26-Feb-2020,10,USD,1,15,244,26,5,0.075,836.16,"1,045.20",88,91977.6,73582.08
SO - 0005202,In-Store,WARE-PUJ1005,23-Aug-2019,26-Jan-2020,15-Feb-2020,19-Feb-2020,4,USD,1,25,276,25,5,0.2,"2,727.17","5,681.60",88,499980.8,239990.96
SO - 0005203,In-Store,WARE-NMK1003,1-Dec-2019,26-Jan-2020,3-Feb-2020,9-Feb-2020,6,USD,1,22,147,29,5,0.15,442.2,"1,105.50",88,97284,38913.6
SO - 0005204,In-Store,WARE-NBV1002,1-Dec-2019,26-Jan-2020,2-Feb-2020,5-Feb-2020,3,USD,5,3,64,2,7,0.15,"2,170.80","5,427.00",88,477576,191030.4
SO - 0005205,Online,WARE-NMK1003,23-Aug-2019,27-Jan-2020,24-Feb-2020,4-Mar-2020,9,USD,18,3,140,31,7,0.05,"1,403.32","2,378.50",88,209308,123492.16
SO - 0005206,In-Store,WARE-XYS1001,1-Dec-2019,27-Jan-2020,17-Feb-2020,20-Feb-2020,3,USD,6,43,42,16,5,0.075,"2,418.43","5,038.40",88,443379.2,212821.84
SO - 0005207,Online,WARE-XYS1001,1-Dec-2019,27-Jan-2020,4-Feb-2020,5-Feb-2020,1,USD,13,32,9,3,1,0.05,497.41,857.6,88,75468.8,43772.08
SO - 0005208,In-Store,WARE-NMK1003,1-Dec-2019,27-Jan-2020,8-Feb-2020,10-Feb-2020,2,USD,5,39,147,8,8,0.2,"1,417.45","1,728.60",88,152116.8,124735.6
SO - 0005209,In-Store,WARE-UHY1004,23-Aug-2019,27-Jan-2020,6-Feb-2020,14-Feb-2020,8,USD,6,11,241,47,5,0.075,163.61,221.1,88,19456.8,14397.68
SO - 0005210,In-Store,WARE-UHY1004,1-Dec-2019,27-Jan-2020,23-Feb-2020,1-Mar-2020,7,USD,5,36,249,16,4,0.05,637.77,"1,118.90",88,98463.2,56123.76
SO - 0005211,Distributor,WARE-NMK1003,1-Dec-2019,27-Jan-2020,19-Feb-2020,29-Feb-2020,10,USD,23,20,153,10,6,0.1,137.08,207.7,88,18277.6,12063.04
SO - 0005212,Online,WARE-NBV1002,23-Aug-2019,27-Jan-2020,23-Feb-2020,28-Feb-2020,5,USD,16,36,85,28,3,0.05,641.66,"1,051.90",88,92567.2,56466.08
SO - 0005213,Distributor,WARE-NMK1003,1-Dec-2019,28-Jan-2020,15-Feb-2020,20-Feb-2020,5,USD,22,43,140,21,5,0.075,107.2,214.4,88,18867.2,9433.6
SO - 0005214,In-Store,WARE-XYS1001,1-Dec-2019,28-Jan-2020,16-Feb-2020,24-Feb-2020,8,USD,8,29,32,2,5,0.1,"4,734.49","6,485.60",88,570732.8,416635.12
SO - 0005215,In-Store,WARE-UHY1004,1-Dec-2019,28-Jan-2020,16-Feb-2020,19-Feb-2020,3,USD,9,37,255,13,4,0.1,"1,569.94","2,706.80",88,238198.4,138154.72
SO - 0005216,Distributor,WARE-XYS1001,1-Dec-2019,28-Jan-2020,14-Feb-2020,23-Feb-2020,9,USD,25,10,49,5,8,0.075,589.87,951.4,88,83723.2,51908.56
SO - 0005217,Distributor,WARE-PUJ1005,23-Aug-2019,28-Jan-2020,25-Feb-2020,4-Mar-2020,8,USD,22,7,268,46,6,0.075,"1,487.40","1,983.20",88,174521.6,130891.2
SO - 0005218,Distributor,WARE-XYS1001,23-Aug-2019,28-Jan-2020,16-Feb-2020,20-Feb-2020,4,USD,23,41,45,25,2,0.1,"2,517.19","3,872.60",88,340788.8,221512.72
SO - 0005219,Online,WARE-UHY1004,1-Dec-2019,28-Jan-2020,24-Feb-2020,4-Mar-2020,9,USD,14,4,214,41,5,0.075,"3,119.92","3,999.90",88,351991.2,274552.96
SO - 0005220,Online,WARE-PUJ1005,23-Aug-2019,29-Jan-2020,17-Feb-2020,19-Feb-2020,2,USD,14,12,270,25,5,0.3,"1,773.16","2,244.50",88,197516,156038.08
SO - 0005221,Distributor,WARE-NMK1003,23-Aug-2019,29-Jan-2020,31-Jan-2020,5-Feb-2020,5,USD,23,3,139,18,3,0.075,699.48,"1,748.70",88,153885.6,61554.24
SO - 0005222,Online,WARE-XYS1001,23-Aug-2019,29-Jan-2020,9-Feb-2020,12-Feb-2020,3,USD,15,9,30,24,6,0.05,"1,615.24","3,845.80",88,338430.4,142141.12
SO - 0005223,In-Store,WARE-NMK1003,23-Aug-2019,29-Jan-2020,10-Feb-2020,17-Feb-2020,7,USD,4,38,91,29,4,0.075,"1,990.84","2,398.60",88,211076.8,175193.92
SO - 0005224,In-Store,WARE-NMK1003,1-Dec-2019,29-Jan-2020,6-Feb-2020,13-Feb-2020,7,USD,2,9,128,23,8,0.075,"4,276.81","5,554.30",88,488778.4,376359.28
SO - 0005225,Online,WARE-MKL1006,23-Aug-2019,29-Jan-2020,11-Feb-2020,18-Feb-2020,7,USD,16,31,345,5,4,0.15,"2,630.55","3,926.20",88,345505.6,231488.4
SO - 0005226,Wholesale,WARE-NMK1003,1-Dec-2019,29-Jan-2020,19-Feb-2020,20-Feb-2020,1,USD,26,28,157,31,4,0.05,"3,177.81","6,231.00",88,548328,279647.28
SO - 0005227,Online,WARE-NMK1003,1-Dec-2019,29-Jan-2020,6-Feb-2020,11-Feb-2020,5,USD,12,33,138,12,2,0.05,"4,118.62","6,056.80",88,532998.4,362438.56
SO - 0005228,In-Store,WARE-PUJ1005,23-Aug-2019,30-Jan-2020,7-Feb-2020,9-Feb-2020,2,USD,7,32,273,16,4,0.075,"1,327.40","2,552.70",88,224637.6,116811.2
SO - 0005229,In-Store,WARE-UHY1004,1-Dec-2019,30-Jan-2020,5-Feb-2020,8-Feb-2020,3,USD,5,4,251,21,7,0.05,882.73,"1,038.50",88,91388,77680.24
SO - 0005230,In-Store,WARE-UHY1004,23-Aug-2019,30-Jan-2020,15-Feb-2020,16-Feb-2020,1,USD,1,50,245,13,3,0.075,"5,182.85","6,244.40",88,549507.2,456090.8
SO - 0005231,In-Store,WARE-NMK1003,1-Dec-2019,30-Jan-2020,25-Feb-2020,2-Mar-2020,6,USD,9,11,180,42,8,0.05,"1,926.25","3,852.50",88,339020,169510
SO - 0005232,In-Store,WARE-XYS1001,1-Dec-2019,30-Jan-2020,20-Feb-2020,25-Feb-2020,5,USD,5,29,54,17,5,0.1,"2,812.39","3,906.10",88,343736.8,247490.32
SO - 0005233,Distributor,WARE-NMK1003,1-Dec-2019,30-Jan-2020,27-Feb-2020,5-Mar-2020,7,USD,22,27,176,41,1,0.2,111.62,227.8,88,20046.4,9822.56
SO - 0005234,In-Store,WARE-NMK1003,1-Dec-2019,30-Jan-2020,14-Feb-2020,16-Feb-2020,2,USD,6,47,186,43,6,0.1,"1,486.60","3,457.20",88,304233.6,130820.8
SO - 0005235,In-Store,WARE-NMK1003,1-Dec-2019,30-Jan-2020,23-Feb-2020,26-Feb-2020,3,USD,4,32,199,24,8,0.05,"1,712.52","2,412.00",88,212256,150701.76
SO - 0005236,Wholesale,WARE-NMK1003,1-Dec-2019,31-Jan-2020,19-Feb-2020,23-Feb-2020,4,USD,26,39,193,9,5,0.2,"3,285.41","4,006.60",88,352580.8,289116.08
SO - 0005237,In-Store,WARE-MKL1006,23-Aug-2019,31-Jan-2020,19-Feb-2020,25-Feb-2020,6,USD,4,41,367,33,4,0.075,107.13,261.3,88,22994.4,9427.44
SO - 0005238,Online,WARE-NBV1002,1-Dec-2019,31-Jan-2020,22-Feb-2020,25-Feb-2020,3,USD,18,40,86,32,5,0.05,534.66,938,88,82544,47050.08
SO - 0005239,Online,WARE-PUJ1005,23-Aug-2019,31-Jan-2020,18-Feb-2020,27-Feb-2020,9,USD,16,15,269,32,3,0.05,"2,150.16","3,028.40",88,266499.2,189214.08
SO - 0005240,Online,WARE-XYS1001,1-Dec-2019,31-Jan-2020,20-Feb-2020,21-Feb-2020,1,USD,16,19,31,28,8,0.1,"1,476.68","2,546.00",88,224048,129947.84
SO - 0005241,Online,WARE-NBV1002,1-Dec-2019,31-Jan-2020,13-Feb-2020,22-Feb-2020,9,USD,20,24,67,1,1,0.2,124.35,214.4,88,18867.2,10942.8
SO - 0005242,Online,WARE-NMK1003,23-Aug-2019,31-Jan-2020,23-Feb-2020,24-Feb-2020,1,USD,13,32,132,19,6,0.1,96.48,214.4,88,18867.2,8490.24
SO - 0005243,Online,WARE-UHY1004,1-Dec-2019,1-Feb-2020,19-Feb-2020,27-Feb-2020,8,USD,19,25,217,32,5,0.05,"1,922.90","3,845.80",88,338430.4,169215.2
SO - 0005244,Wholesale,WARE-XYS1001,1-Dec-2019,1-Feb-2020,9-Feb-2020,17-Feb-2020,8,USD,26,43,18,16,3,0.05,737.34,"1,038.50",88,91388,64885.92
SO - 0005245,In-Store,WARE-MKL1006,23-Aug-2019,1-Feb-2020,13-Feb-2020,18-Feb-2020,5,USD,1,10,338,37,8,0.2,93.8,234.5,88,20636,8254.4
SO - 0005246,Distributor,WARE-NMK1003,1-Dec-2019,1-Feb-2020,9-Feb-2020,17-Feb-2020,8,USD,22,15,187,14,5,0.05,443.21,904.5,88,79596,39002.48
SO - 0005247,In-Store,WARE-NMK1003,1-Dec-2019,1-Feb-2020,21-Feb-2020,23-Feb-2020,2,USD,10,17,112,31,3,0.075,"1,019.87","1,728.60",88,152116.8,89748.56
SO - 0005248,In-Store,WARE-UHY1004,1-Dec-2019,1-Feb-2020,21-Feb-2020,28-Feb-2020,7,USD,7,6,245,23,4,0.05,312.35,743.7,88,65445.6,27486.8
SO - 0005249,In-Store,WARE-XYS1001,23-Aug-2019,2-Feb-2020,4-Feb-2020,9-Feb-2020,5,USD,1,15,9,9,8,0.2,632.08,"1,192.60",88,104948.8,55623.04
SO - 0005250,In-Store,WARE-UHY1004,1-Dec-2019,2-Feb-2020,14-Feb-2020,21-Feb-2020,7,USD,5,28,206,37,3,0.075,"1,392.93","2,211.00",88,194568,122577.84
SO - 0005251,In-Store,WARE-NMK1003,1-Dec-2019,2-Feb-2020,5-Feb-2020,11-Feb-2020,6,USD,3,1,110,13,7,0.1,502.5,837.5,88,73700,44220
SO - 0005252,In-Store,WARE-NMK1003,1-Dec-2019,2-Feb-2020,7-Feb-2020,14-Feb-2020,7,USD,11,45,178,35,7,0.05,"1,603.71","2,505.80",88,220510.4,141126.48
SO - 0005253,Wholesale,WARE-NMK1003,1-Dec-2019,2-Feb-2020,19-Feb-2020,23-Feb-2020,4,USD,27,33,156,19,1,0.1,114.64,194.3,88,17098.4,10088.32
